Date,Adj Close,Close,High,Low,Open,Volume,Net Sales/Income from operations,Total Income From Operations,Depreciation,Interest,P/L Before Tax,Net Profit/(Loss) For the Period,Equity Share Capital,Basic EPS,QuarterDate,P/EPS
2023-06-28,1154.708251953125,1167.3638916015625,1171.2174072265625,1152.75732421875,1159.7491455078125,11354006,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,40.487666618272264
2023-06-30,1164.1805419921875,1176.93994140625,1179.8935546875,1169.186767578125,1175.1632080078125,11151555,"2,12,945","2,12,945","11,456","5,819","24,083","21,296","6,766",28.52,2023-03-31,40.819794600006574
2023-07-03,1194.0582275390625,1207.1451416015625,1210.0526123046875,1179.2935791015625,1180.5396728515625,12154387,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,50.46738070748362
2023-07-04,1181.755615234375,1194.707763671875,1211.4371337890625,1187.554443359375,1211.4371337890625,8061643,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,49.94740554667688
2023-07-05,1179.8155517578125,1192.746337890625,1204.0531005859375,1188.7313232421875,1204.0531005859375,10248062,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,49.865407935664095
2023-07-06,1204.5804443359375,1217.78271484375,1220.4132080078125,1188.8466796875,1188.8466796875,19117987,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,50.912106692135985
2023-07-07,1202.2296142578125,1215.406005859375,1229.8740234375,1212.821533203125,1216.0521240234375,13375267,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,50.81274785535978
2023-07-10,1248.5411376953125,1262.22509765625,1271.8935546875,1234.5120849609375,1240.9268798828125,33240016,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,52.77012416294643
2023-07-11,1262.076171875,1275.9085693359375,1278.3544921875,1263.4019775390625,1270.462890625,20069348,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,53.34218816039729
2023-07-12,1263.4683837890625,1277.316162109375,1293.12255859375,1274.5009765625,1276.64697265625,18733835,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,53.4010305912537
2023-07-13,1252.170166015625,1265.89404296875,1291.738037109375,1263.240478515625,1284.7694091796875,14682934,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,52.92350659406699
2023-07-14,1251.1202392578125,1264.8326416015625,1274.1549072265625,1257.6331787109375,1269.12451171875,15124144,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,52.87913099145446
2023-07-17,1276.6842041015625,1290.6766357421875,1299.1451416015625,1258.9715576171875,1267.7401123046875,22220040,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,53.95960287834161
2023-07-18,1287.52587890625,1301.63720703125,1309.482666015625,1288.968994140625,1300.0450439453125,25867313,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,54.417830892064664
2023-07-19,1297.294921875,1311.5133056640625,1318.0435791015625,1290.8150634765625,1306.0445556640625,39122156,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,54.830723663355876
2023-07-20,1295.723876953125,1309.925048828125,1315.4749755859375,1290.0,1290.0,38717624,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,54.7643227790839
2023-07-21,1255.6134033203125,1269.375,1307.449951171875,1261.800048828125,1304.5,30249238,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,53.06903648860154
2023-07-24,1230.216796875,1243.699951171875,1257.4749755859375,1234.6500244140625,1240.5,23727866,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,51.99563807586644
2023-07-25,1229.425537109375,1242.9000244140625,1252.5999755859375,1240.0,1247.0,12026020,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,51.962195144098686
2023-07-26,1249.4063720703125,1263.0999755859375,1273.5,1242.5,1242.5,12911012,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,52.80669366315775
2023-07-27,1237.7838134765625,1251.3499755859375,1268.824951171875,1245.175048828125,1267.0250244140625,17226898,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,52.315461262745664
2023-07-28,1250.2225341796875,1263.925048828125,1271.425048828125,1250.2750244140625,1256.0250244140625,20827852,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,52.84118910311443
2023-07-31,1260.8065185546875,1274.625,1276.949951171875,1258.9749755859375,1263.925048828125,8551174,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,53.28852572082365
2023-08-01,1242.9769287109375,1256.5999755859375,1279.5,1252.6500244140625,1277.5,9536632,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,52.534950494967774
2023-08-02,1229.697509765625,1243.175048828125,1256.0,1231.800048828125,1254.5999755859375,12748214,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,51.97369018451501
2023-08-03,1224.5291748046875,1237.949951171875,1250.449951171875,1229.0250244140625,1237.6500244140625,10168350,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,51.755248301127956
2023-08-04,1241.171630859375,1254.7750244140625,1258.0,1235.800048828125,1249.4000244140625,22885610,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,52.458648810624474
2023-08-07,1248.244140625,1261.925048828125,1264.199951171875,1252.5,1260.5,5982870,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,52.75757145498732
2023-08-08,1240.7264404296875,1254.324951171875,1267.2249755859375,1249.7750244140625,1264.0,9844072,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,52.439832647070475
2023-08-09,1248.911865234375,1262.5999755859375,1264.5,1240.550048828125,1252.425048828125,11486586,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,52.78579312064138
2023-08-10,1254.4759521484375,1268.2249755859375,1275.0,1254.2249755859375,1262.4749755859375,15470598,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,53.02096162926617
2023-08-11,1259.767822265625,1273.574951171875,1279.425048828125,1256.175048828125,1266.2249755859375,22179330,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,53.244624778766905
2023-08-14,1274.6546630859375,1288.625,1291.1500244140625,1262.5,1269.5,9575812,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,53.8738234609441
2023-08-16,1273.6160888671875,1287.574951171875,1291.4000244140625,1275.5,1275.5,10203112,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,53.829927678241226
2023-08-17,1255.2425537109375,1269.0,1289.050048828125,1266.425048828125,1283.550048828125,13673744,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,53.05336237155272
2023-08-18,1264.54052734375,1278.4000244140625,1288.800048828125,1254.2750244140625,1265.625,18639978,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,53.44634519627007
2023-08-21,1250.74267578125,1260.0,1277.7249755859375,1257.824951171875,1269.9749755859375,9221746,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,52.86317310994294
2023-08-22,1250.44482421875,1259.699951171875,1268.9749755859375,1249.5,1258.449951171875,7713044,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,52.85058428650676
2023-08-23,1251.8345947265625,1261.0999755859375,1271.425048828125,1258.4749755859375,1262.0999755859375,9517952,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,52.90932353028582
2023-08-24,1230.7904052734375,1239.9000244140625,1269.949951171875,1235.5,1269.949951171875,14140020,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,52.01988187968882
2023-08-25,1225.1075439453125,1234.175048828125,1252.5,1221.300048828125,1228.0,22222400,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,51.77969331975116
2023-08-28,1212.8978271484375,1221.875,1242.0,1215.550048828125,1236.0,12580826,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,51.26364442723742
2023-08-29,1201.2838134765625,1210.175048828125,1226.7249755859375,1204.074951171875,1226.0250244140625,16876644,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,50.77277318159605
2023-08-30,1200.1422119140625,1209.0250244140625,1221.5,1207.5,1216.0,12168946,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,50.72452290422918
2023-08-31,1194.65771484375,1203.5,1212.5,1199.949951171875,1211.5,21638600,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,50.49271829432587
2023-09-01,1197.4619140625,1206.324951171875,1212.824951171875,1200.824951171875,1203.2750244140625,18112842,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,50.611238971365175
2023-09-04,1196.494140625,1205.3499755859375,1211.824951171875,1202.6500244140625,1206.324951171875,9347626,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,50.57033561390533
2023-09-05,1202.8968505859375,1211.800048828125,1216.9749755859375,1206.2249755859375,1210.0,8675876,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,50.84094888359837
2023-09-06,1205.4281005859375,1214.3499755859375,1218.074951171875,1208.625,1210.550048828125,8200370,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,50.94793324539042
2023-09-07,1207.06591796875,1216.0,1219.125,1205.5,1210.8499755859375,13652572,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,51.01715629622781
2023-09-08,1215.1064453125,1224.0999755859375,1228.0,1211.4749755859375,1220.0,23109288,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,51.35699261675824
2023-09-11,1228.20947265625,1237.300048828125,1238.425048828125,1226.0,1226.0,13271074,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,51.91079766087278
2023-09-12,1210.4659423828125,1219.425048828125,1241.5,1217.9749755859375,1241.5,16255666,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,51.16085977949334
2023-09-13,1216.52099609375,1225.5250244140625,1231.324951171875,1213.125,1220.0,12803338,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,51.41677920937236
2023-09-14,1217.6376953125,1226.6500244140625,1232.9000244140625,1222.5,1230.0,9209636,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,51.46397697855029
2023-09-15,1219.8961181640625,1228.925048828125,1234.0,1224.75,1234.0,25468592,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,51.55943018444896
2023-09-18,1209.274658203125,1218.2249755859375,1225.5,1216.0250244140625,1220.0250244140625,7516300,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,51.110509645102496
2023-09-20,1182.323974609375,1191.074951171875,1213.800048828125,1177.5,1211.5250244140625,57081884,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,49.971427498282964
2023-09-21,1173.712890625,1182.4000244140625,1195.050048828125,1180.0,1187.4749755859375,12226182,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,49.60747635777684
2023-09-22,1168.8240966796875,1177.4749755859375,1191.2249755859375,1175.0,1188.0,19176786,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,49.400849394745876
2023-09-25,1161.6273193359375,1170.2249755859375,1180.3499755859375,1167.550048828125,1175.199951171875,14254884,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,49.09667452814613
2023-09-26,1162.6446533203125,1171.25,1175.0999755859375,1167.800048828125,1169.2750244140625,10087782,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,49.1396725832761
2023-09-27,1175.7476806640625,1184.449951171875,1185.9000244140625,1169.25,1171.75,11722778,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,49.693477627390635
2023-09-28,1158.4755859375,1167.050048828125,1191.5,1162.5,1191.5,14518346,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,48.963465170646664
2023-09-29,1163.8856201171875,1172.5,1184.550048828125,1167.050048828125,1170.9000244140625,12342014,"2,07,559","2,07,559","11,775","5,837","24,294","18,182","6,766",23.66,2023-06-30,49.192122574690934
2023-10-03,1150.55908203125,1159.074951171875,1167.800048828125,1158.0,1164.9749755859375,8859056,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,44.75142287169389
2023-10-04,1148.5738525390625,1157.074951171875,1159.5,1147.550048828125,1154.5,10286386,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,44.674206633180184
2023-10-05,1148.549072265625,1157.050048828125,1164.699951171875,1154.5,1159.625,10953682,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,44.67324279524018
2023-10-06,1150.4847412109375,1159.0,1162.4000244140625,1156.0250244140625,1158.5250244140625,5431026,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,44.74853135787388
2023-10-09,1140.6822509765625,1149.125,1155.9749755859375,1147.5,1154.050048828125,7576878,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,44.36725985906505
2023-10-10,1145.719970703125,1154.199951171875,1158.949951171875,1151.875,1153.2750244140625,10236032,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,44.56320383909471
2023-10-11,1163.910400390625,1172.5250244140625,1174.8499755859375,1156.5,1157.2249755859375,9814118,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,45.27072735863963
2023-10-12,1166.0693359375,1174.699951171875,1179.675048828125,1169.074951171875,1171.925048828125,12554450,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,45.35469995867366
2023-10-13,1166.0198974609375,1174.6500244140625,1178.75,1164.574951171875,1170.0,10150316,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,45.352777030763804
2023-10-16,1163.4140625,1172.0250244140625,1177.2750244140625,1168.0,1172.5,5929036,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,45.251422112018666
2023-10-17,1168.972900390625,1177.625,1179.8499755859375,1170.6500244140625,1178.0,7928180,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,45.46763517660929
2023-10-18,1153.4627685546875,1162.0,1183.5,1160.5,1177.625,8918320,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,44.86436283759967
2023-10-19,1144.603271484375,1153.074951171875,1160.9000244140625,1150.5,1156.0,12032556,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,44.51976940818261
2023-10-20,1141.104248046875,1149.550048828125,1157.3499755859375,1148.1500244140625,1150.0,8913312,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,44.38367359186601
2023-10-23,1123.2861328125,1131.5999755859375,1153.125,1127.625,1145.0,7853962,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,43.69063138127188
2023-10-25,1120.6802978515625,1128.9749755859375,1140.5999755859375,1121.5,1125.0250244140625,11620688,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,43.58927646252674
2023-10-26,1105.0709228515625,1113.25,1129.0,1110.1500244140625,1125.5,15222534,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,42.98214402378695
2023-10-27,1124.5765380859375,1132.9000244140625,1136.75,1117.9749755859375,1120.0,11771084,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,43.740822173704295
2023-10-30,1147.7548828125,1156.25,1162.5,1134.9749755859375,1137.0,16813304,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,44.642352501458575
2023-10-31,1135.5452880859375,1143.949951171875,1164.0,1141.449951171875,1164.0,12808438,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,44.16745577930523
2023-11-01,1140.2603759765625,1148.699951171875,1158.75,1137.5999755859375,1144.574951171875,10309190,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,44.35085087423425
2023-11-02,1151.57666015625,1160.0999755859375,1162.1500244140625,1153.9749755859375,1156.9749755859375,10562104,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,44.791001950845974
2023-11-03,1151.3284912109375,1159.8499755859375,1167.4749755859375,1157.875,1163.5999755859375,8850156,"2,31,886","2,31,886","12,585","5,731","26,493","19,820","6,766",25.71,2023-09-30,44.78134932753549
